poly_id,vertex_index,xcoord,ycoord
"3","0",-168.182698602836,-84.2175423406563
"3","1",-174.734060329581,-82.750171391013
"3","2",-155.57381825963,-82.4883011997584
"3","3",-157.465659161399,-81.069360600189
"3","4",-151.048531760589,-80.4964099545104
"3","5",-150.915184782092,-79.9860960474145
"3","6",-155.932547230044,-80.2955329524905
"3","7",-158.880664704636,-78.1029610745082
"3","8",-158.487151502506,-76.7386131122675
"3","9",-128.631501125296,-74.2890470613899
"3","10",-127.301099642902,-72.805125585375
"3","11",-106.621234563669,-74.8406468982353
"3","12",-101.770436759208,-74.6267132000142
"3","13",-103.836045927925,-72.6253621210185
"3","14",-100.20372275587,-71.3331330985476
"3","15",-76.5808388865989,-73.0413270804602
"3","16",-76.065946475664,-69.5210136422809
"3","17",-72.1980852891238,-70.5892219756983
"3","18",-73.4573212709473,-69.5308184765919
"3","19",-72.1936335911834,-68.5140853086526
"3","20",-67.884781287478,-68.8673487273101
"3","21",-69.6016012280934,-67.7136063571172
"3","22",-68.6844748216239,-66.4309760750213
"3","23",-64.5488583555856,-65.1578707879163
"3","24",-62.767060908833,-62.4851994224991
"3","25",-61.4224816819594,-63.6452159453455
"3","26",-61.4519256302493,-62.188712714581
"3","27",-57.6977610947535,-61.4228122599502
"3","28",-60.1529935081106,-63.4170961470341
"3","29",-56.455551539919,-62.4833182516023
"3","30",-54.6572136913225,-63.5987091254644
"3","31",-64.526982663738,-67.7049000403323
"3","32",-60.05342357342,-70.2429978455276
"3","33",-60.3498561363038,-74.6597927160639
"3","34",-77.0321214180552,-78.8218326770988
"3","35",-74.8229144868671,-80.3825034904773
"3","36",-67.0909477647639,-77.8185196925401
"3","37",-65.0164996039457,-79.8813708288858
"3","38",-59.7296196324305,-79.2980538653866
"3","39",-59.5144906820408,-81.1248113089324
"3","40",-61.7302810703185,-81.4015024257224
"3","41",-60.1045727021511,-81.9335675945495
"3","42",-60.7211849181354,-82.9333055756471
"3","43",-45.0932001404746,-81.940309597503
"3","44",-32.9171416202149,-80.0239072038574
"3","45",-37.0971417888066,-79.2224967773944
"3","46",-33.7058074966494,-76.8245514829938
"3","47",-19.1851253725617,-75.0035669421262
"3","48",-16.6732799194498,-72.0235176636099
"3","49",-13.4065416820291,-72.2885094845508
"3","50",-10.2978377153299,-70.4364843335345
"3","51",-2.77482860242552,-69.7893953968116
"3","52",-0.449452636626182,-71.1345451160571
"3","53",0.980014274090773,-69.551994440903
"3","54",16.2747919100082,-69.2057604309555
"3","55",25.5038496824323,-70.4839683597698
"3","56",32.3232607264665,-69.5438916829036
"3","57",33.4388473661154,-68.1714206815639
"3","58",38.6449904686691,-69.554027579889
"3","59",53.6116338844991,-65.3623218218582
"3","60",69.7876732814381,-67.3184469553568
"3","61",69.2160807595677,-71.8424847158673
"3","62",78.8777627482941,-67.7008094563673
"3","63",92.2896945593128,-65.2068768400443
"3","64",99.3568338105184,-66.1392725699516
"3","65",102.858642799835,-64.6308604519205
"3","66",116.115316321907,-66.652614124084
"3","67",135.293357337978,-65.630593774101
"3","68",170.677447768132,-70.9810532873194
"3","69",170.080653674573,-74.045242174089
"3","70",163.173347103123,-75.117319231371
"3","71",164.936147230288,-77.7304957589288
"3","72",166.761997791629,-76.663801677254
"3","73",169.709640744098,-77.8748753389209
"3","74",161.145572515641,-79.5011663533672
"3","75",161.259895045212,-80.9790284700727
"3","76",180.263256367308,-83.9264788787304
"3","77",180.5,-89.99892578125
"3","78",-180.475528258148,-90.1534342784375
"3","79",-180.157826379312,-83.8771251132005
"3","80",-168.182698602836,-84.2175423406563
"6","0",33.37981675829,-26.9285386696931
"6","1",27.3220917251252,-33.9572489958804
"6","2",18.1080677031567,-34.7004283905933
"6","3",11.2828700107236,-18.0850778516972
"6","4",13.3399871375659,-11.0694442378945
"6","5",11.6103760765647,-5.30099380607343
"6","6",8.24504314963546,-0.791417766621804
"6","7",9.4142049140062,3.07610246940278
"6","8",4.07596503939528,5.91118267935125
"6","9",-7.85343701255773,3.90572648976145
"6","10",-16.7121814525114,10.9583337244102
"6","11",-18.0349494617587,14.7287719465859
"6","12",-16.53205331487,17.911078807678
"6","13",-17.4252786767967,21.9744953287854
"6","14",-13.6317150798745,27.8541197109585
"6","15",-18.0667735551984,27.1531578678252
"6","16",-18.4644068234708,28.9454719510523
"6","17",-14.9372663954789,28.3190773109662
"6","18",-13.420559099486,29.7353532944245
"6","19",-13.4641492949278,28.0667654981549
"6","20",-10.8158791757746,29.4460357659887
"6","21",-6.42348743856007,35.8664461510338
"6","22",-9.45585414855162,36.8318036919471
"6","23",-9.63964839241686,43.3662500881602
"6","24",-1.83245049902645,44.139114203715
"6","25",-1.88529838188809,46.0141996239977
"6","26",-5.26185314831601,48.4756691925792
"6","27",-2.11311632099954,50.1085427222782
"6","28",-6.1311789209829,49.9242068472659
"6","29",-5.25561758811609,53.9201981592435
"6","30",-6.14351444929747,51.7807794890817
"6","31",-10.8188179512026,51.6314615331716
"6","32",-10.4481606189384,54.5684905695024
"6","33",-6.98644165966317,55.7811543141261
"6","34",-7.32534757082094,58.6245989437706
"6","35",-2.08925205662464,59.6836251877437
"6","36",-2.0469112340056,56.3939928094914
"6","37",2.31870516944391,51.5534686137489
"6","38",4.94812528940078,53.8292705206866
"6","39",8.16266395917678,54.1612004238581
"6","40",7.83335762477219,57.0687866048259
"6","41",10.782426229201,58.2023650020154
"6","42",5.39437307348859,58.1332907079125
"6","43",4.74598802191439,62.4636409239197
"6","44",14.1641014038141,67.7027772934331
"6","45",12.5562216341265,67.3990054725305
"6","46",12.7319000035669,68.4615812593434
"6","47",18.92441882222,70.698687396427
"6","48",28.1667052565236,71.5423918847076
"6","49",43.4635785565248,66.8687230238184
"6","50",43.2813500866053,69.1706926658357
"6","51",46.1806186993811,68.8879701675715
"6","52",46.5111123358878,67.3153099555745
"6","53",48.7784013928342,69.9902818323261
"6","54",50.7059090954401,68.8324028500611
"6","55",58.68029443306,69.4727835478713
"6","56",50.9332592526938,71.8935399504419
"6","57",58.8074127584717,76.3493031657941
"6","58",69.2135010959955,77.1592038900461
"6","59",56.010488854168,72.2784540055662
"6","60",58.1106861321449,70.6115368012676
"6","61",66.3373533305281,69.4863980249745
"6","62",66.2138439769471,71.3434853268947
"6","63",70.0685798387791,73.938117091655
"6","64",73.2051827539907,72.1318089534593
"6","65",77.0094496482282,73.8768355755272
"6","66",76.2064351733532,72.4660741429588
"6","67",95.2992871029637,77.5415283142591
"6","68",98.0808062657558,76.6537806842686
"6","69",101.430240521659,77.6930454378109
"6","70",90.992368678741,79.423140369875
"6","71",90.0769465575549,81.7136713545247
"6","72",95.9982362906889,81.7512376825814
"6","73",107.777241318163,78.6420382272607
"6","74",108.172214196224,77.234401678125
"6","75",112.609704826675,77.1032479378527
"6","76",114.346462595756,76.0244787119979
"6","77",113.73475452492,74.0250583499856
"6","78",128.037713963342,73.9386806800122
"6","79",131.192698869253,71.271946881925
"6","80",138.664637350137,72.1317076746242
"6","81",139.611106240961,74.2749528897247
"6","82",135.290063261815,74.9164845362082
"6","83",135.190652807436,76.0325595815546
"6","84",141.541742994206,76.6339791073197
"6","85",151.017062786775,75.6170775521944
"6","86",150.402975663112,74.3719681882294
"6","87",142.585197071866,74.3298106692746
"6","88",152.5568552159,71.3346712854047
"6","89",180.389990207277,69.2963492282716
"6","90",179.882355996229,62.2966666463762
"6","91",170.444289214979,59.4743117608463
"6","92",165.500160200435,59.6877675892604
"6","93",162.450498684038,54.3901792071227
"6","94",154.178887619887,48.2575979809598
"6","95",156.034751303096,51.2659576529441
"6","96",155.522658552719,56.8915000454962
"6","97",156.582030380821,58.2138841924173
"6","98",158.05577429679,58.5063956976347
"6","99",158.915247116251,58.92761440695
"6","100",161.059434058936,60.3566261917548
"6","101",159.119117570558,61.4144173021238
"6","102",155.209128893869,59.932277876741
"6","103",155.309270780588,58.7127981148931
"6","104",143.224924374945,58.8659153184187
"6","105",138.910982951936,56.5267991869335
"6","106",138.649294796752,54.8143882676599
"6","107",143.428589365248,54.3538480184938
"6","108",145.213374563063,48.6601530845319
"6","109",143.456533034058,48.7942748724816
"6","110",143.046527726868,45.1848792027821
"6","111",150.936198596471,45.8872123532066
"6","112",143.443823108216,41.5451932833605
"6","113",141.578904522058,42.0580657849422
"6","114",142.491186723029,39.5661235748132
"6","115",141.256051092618,35.4023757997132
"6","116",132.274199654421,32.432804697917
"6","117",130.715328091183,29.7716329919898
"6","118",128.171595779309,32.5098098614444
"6","119",128.695939322403,34.2440061788542
"6","120",125.802859226052,32.9528177096382
"6","121",124.694560268555,39.0388029349751
"6","122",121.092640510514,38.2413682619035
"6","123",122.977915155287,36.7466682006633
"6","124",119.863959782872,35.0032688621805
"6","125",122.903496563405,29.9126193821571
"6","126",120.189367044674,25.1190018225396
"6","127",111.023622538199,20.9175631254719
"6","128",109.92337418094,17.8097620061237
"6","129",108.205039740536,18.4763883871856
"6","130",109.171479683274,20.9389946843168
"6","131",106.312202819502,19.469208100325
"6","132",109.559704118153,14.8727704731675
"6","133",109.416010249115,11.0800396581652
"6","134",106.884011900514,8.25792971968974
"6","135",104.711537977348,8.10113428014233
"6","136",100.502891166367,12.3541979225841
"6","137",99.6962567516745,10.2021952011282
"6","138",103.857358516025,5.08490757790233
"6","139",104.9550128519,-1.3909867393657
"6","140",108.781599315423,-2.73540657385678
"6","141",106.442002973715,-3.54473028133057
"6","142",106.339865882034,-5.48029061811911
"6","143",115.627351643165,-6.38733674264952
"6","144",114.790658871867,-7.47561321056226
"6","145",115.932652836397,-7.88652373023014
"6","146",127.456781629993,-7.02025820756229
"6","147",128.354838587124,-8.62985478724126
"6","148",122.688476848824,-11.3808187831724
"6","149",121.249810383039,-10.3480904407036
"6","150",123.564364581516,-9.0627566046749
"6","151",120.96811991503,-9.4309227603208
"6","152",120.487221255569,-10.7917277391944
"6","153",118.488451274785,-9.35436624421426
"6","154",107.823168288633,-8.21514574962943
"6","155",100.144827715824,-3.71244549183059
"6","156",94.7120187466209,5.21089499540366
"6","157",95.2129205723547,6.40618537568948
"6","158",97.7158898767892,5.67940329260021
"6","159",100.80691741401,2.7790177556886
"6","160",97.808647899134,7.6655930176749
"6","161",97.2365057477988,15.6577466599566
"6","162",93.8649532796738,15.6683044707837
"6","163",91.3354116354098,21.6979486634957
"6","164",87.3831305772839,21.0736042609217
"6","165",80.6498456922261,15.3043757213831
"6","166",80.3342462392395,10.2898167799729
"6","167",82.3769251836115,7.02574487197965
"6","168",80.3679794723999,5.46597955709045
"6","169",79.4165834697666,8.69303446234688
"6","170",77.5236159807363,7.57835676953107
"6","171",76.0852633751292,8.72719483086848
"6","172",72.3629172672998,20.8044337853914
"6","173",70.1952080635914,20.4327709298486
"6","174",66.1914637405975,24.9548099814376
"6","175",56.8553735478235,25.62139447626
"6","176",60.3168668937929,22.5885748853465
"6","177",58.1727112273327,18.6712373962681
"6","178",43.898755978315,12.1167458832199
"6","179",44.8139257579252,10.9352467705043
"6","180",50.9596057074821,12.4548642334964
"6","181",51.878522047161,10.3089883884871
"6","182",48.3511574312691,4.16728536895053
"6","183",40.6908824361481,-3.03527472650793
"6","184",39.8265705276611,-8.46398515548657
"6","185",41.3310669276962,-14.8553208299214
"6","186",35.2355457326022,-20.2192898529763
"6","187",35.9782669634282,-24.1716024874914
"6","188",33.37981675829,-26.9285386696931
"5","0",166.044495889652,-45.6111631008412
"5","1",172.382592957583,-40.089986731054
"5","2",174.707286270742,-40.4049262767984
"5","3",173.309151907914,-39.5357355979732
"5","4",174.322859175891,-37.7673039236793
"5","5",172.492950327502,-34.0028173568137
"5","6",178.907482955061,-37.3571695675531
"5","7",170.990192472461,-46.3228242889662
"5","8",167.480067036346,-47.7580427880182
"5","9",166.044495889652,-45.6111631008412
"16","0",-53.0386673036802,-34.1180320687445
"16","1",-56.6872322808024,-35.2563634165488
"16","2",-57.2228203330331,-38.4663350503769
"16","3",-61.4389518668176,-39.4871172102896
"16","4",-67.068685292614,-46.1667566808715
"16","5",-65.3392820561682,-48.109545616811
"16","6",-68.5410865231279,-51.3896828363472
"16","7",-63.5519575446633,-55.1818015310443
"16","8",-67.8629159385111,-56.3638585160825
"16","9",-74.8851378497889,-53.3002630688247
"16","10",-76.2062463693835,-46.6930222148282
"16","11",-71.9592811935102,-32.5676323793565
"16","12",-70.6481013971358,-19.8322791250234
"16","13",-76.3764920368456,-14.8661889614585
"16","14",-81.6544121856941,-6.1018315532192
"16","15",-81.3895946884112,-0.966504720950553
"16","16",-77.7804553720814,3.68010669896784
"16","17",-78.8481621739673,7.73913740264142
"16","18",-81.9486650237392,6.90332742124637
"16","19",-88.1009850177186,12.6661871254699
"16","20",-103.717689438761,17.9085267568351
"16","21",-112.175851774012,28.2845766007198
"16","22",-108.97032403288,23.1046692871913
"16","23",-112.37837344418,24.1353446579865
"16","24",-117.823910152792,32.938238882095
"16","25",-120.798203456466,33.6824814724468
"16","26",-124.144245032502,38.675666008575
"16","27",-125.193310887114,48.2434725336456
"16","28",-131.203099479148,53.9085092139799
"16","29",-130.681640954096,51.6022670056139
"16","30",-132.540422876985,52.4529620944241
"16","31",-138.436961704749,58.5861162864296
"16","32",-149.178619547904,59.5099035281979
"16","33",-155.444525444886,55.3159628647531
"16","34",-155.204111816303,57.3178012297144
"16","35",-159.145921172033,54.521518690018
"16","36",-171.082353854748,52.1383332266218
"16","37",-158.114645956199,58.0106125764224
"16","38",-167.854981103608,59.9331238208994
"16","39",-165.013472445758,63.4039583030052
"16","40",-163.172938809396,63.5688159022716
"16","41",-162.620890870667,63.8940517360163
"16","42",-168.414364473417,65.269890861039
"16","43",-164.288592218541,67.0987329141894
"16","44",-167.202963524331,68.6359780641096
"16","45",-156.397699817259,71.9023796407992
"16","46",-136.683227047911,69.3907797003076
"16","47",-128.065209720282,71.0682927205226
"16","48",-117.460160921576,69.45745807263
"16","49",-119.490111261086,71.7947636475661
"16","50",-123.113899272079,70.5941318181275
"16","51",-126.324924263418,72.1199864044952
"16","52",-124.884882644399,74.8112419973605
"16","53",-117.719684674403,74.7536966801335
"16","54",-123.339974293067,75.8920978551675
"16","55",-119.22297905284,77.7871215719769
"16","56",-110.311996248223,79.247374000567
"16","57",-109.334435348937,77.6373728159794
"16","58",-112.989642203319,76.7465862578925
"16","59",-108.720889354419,77.3087224752339
"16","60",-104.981101201189,75.7269632993102
"16","61",-106.561839971271,77.6601598899053
"16","62",-105.590807669282,79.7804705901344
"16","63",-98.8220651513361,78.5162851616132
"16","64",-96.0493228117376,79.0343090013077
"16","65",-97.1566979822223,80.4566673991341
"16","66",-94.3221177238229,81.8202470511041
"16","67",-79.9370557471227,83.4359454428482
"16","68",-60.7099511445087,82.382542209485
"16","69",-30.6839017520273,84.0930460096125
"16","70",-21.6182537187216,83.1770813617268
"16","71",-20.6221837818038,81.8858490069638
"16","72",-11.062534914143,81.8244602667032
"16","73",-18.4767717254812,79.2173702177847
"16","74",-16.8976953626965,74.9616103508439
"16","75",-21.5354947100228,72.9218548965588
"16","76",-21.2781843919487,70.0900630359667
"16","77",-39.1435838809061,65.1054832774908
"16","78",-43.7802331417362,59.3316956845946
"16","79",-48.4427453719778,60.3433390591348
"16","80",-51.8977537185847,63.3853034648933
"16","81",-57.5766905971973,74.479140826141
"16","82",-72.9427869195729,77.1632477480344
"16","83",-72.8646198443012,78.864122798297
"16","84",-67.1491287551566,79.6272521684079
"16","85",-67.6834268218596,80.3676017032961
"16","86",-74.0103566715816,78.9857716503133
"16","87",-77.5757373802493,77.4469252890226
"16","88",-79.9450916066427,74.2030025400001
"16","89",-68.2902679758846,71.0689974469462
"16","90",-66.3422118442437,68.7703823017391
"16","91",-60.998778556293,67.0480324258703
"16","92",-64.6113447027487,64.6222572348049
"16","93",-64.5078933715183,60.9940417157512
"16","94",-60.8829105035324,56.6008178427878
"16","95",-55.5532812188111,53.7532235739799
"16","96",-55.1840249939625,50.3616086716459
"16","97",-52.1962717631042,47.3055227935604
"16","98",-53.5012407736129,46.1327178499053
"16","99",-59.5272105556105,47.2086061351399
"16","100",-57.7562965670879,50.8941465308502
"16","101",-63.7186471221759,48.9232002905693
"16","102",-63.4942798187633,47.0400323448678
"16","103",-61.1817835459747,48.0896663267472
"16","104",-59.4135193668618,45.6841743521596
"16","105",-65.353855936164,43.0336358067056
"16","106",-67.1190152383508,44.1884332822546
"16","107",-69.8472427458212,43.2794513911845
"16","108",-69.6046052941937,40.9329669456613
"16","109",-73.4933874500718,40.1147864138203
"16","110",-75.1312243655332,34.9531540763995
"16","111",-80.6842133807052,31.47209696552
"16","112",-80.3136053648824,24.5229297359643
"16","113",-82.1756792074163,24.2021665395986
"16","114",-84.0417912380405,29.5416785735377
"16","115",-93.6161637186596,29.2715095231809
"16","116",-96.8098429712578,27.3007348773384
"16","117",-97.278261823859,22.2693857268724
"16","118",-94.3061088208369,18.6838156367063
"16","119",-91.2450295212748,19.5647475822834
"16","120",-90.0913740834408,21.7092493175456
"16","121",-86.4640392115412,21.7686324219857
"16","122",-87.8831335185159,16.385974238757
"16","123",-83.018960147442,15.5968367468153
"16","124",-83.3075988451949,11.2873197842929
"16","125",-81.2802082685433,9.28401916282485
"16","126",-77.0888544851712,9.06892836692624
"16","127",-71.6585103114436,12.9306339787007
"16","128",-68.0060161019998,12.6833917148184
"16","129",-67.7908581506739,10.9943011390453
"16","130",-60.3896779130328,11.8065928110764
"16","131",-60.2444097758173,9.12339108447625
"16","132",-51.5233396161692,5.03250905570272
"16","133",-48.9812265022492,0.321221718271226
"16","134",-35.047760447083,-4.88880050452475
"16","135",-34.4970282587595,-8.57924193298288
"16","136",-38.4061386452066,-13.4694932718791
"16","137",-40.5447700076412,-22.2051758857093
"16","138",-47.4497528109695,-25.2945060801236
"16","139",-48.4229549768398,-28.9040705216734
"16","140",-53.0386673036802,-34.1180320687445
"15","0",112.708289556356,-26.3204020989839
"15","1",113.689305685081,-21.5089575306108
"15","2",120.740867579231,-19.174154852048
"15","3",125.775409643089,-13.5619875719361
"15","4",128.884530509018,-14.327129570345
"15","5",130.289562336514,-10.6934904715005
"15","6",135.144228414963,-11.6791062902572
"15","7",136.989017374847,-10.5581587531153
"15","8",137.427697869417,-14.3344457096741
"15","9",136.057553835275,-14.7134949644211
"15","10",140.165268599855,-17.1989034571198
"15","11",140.901628955331,-16.0074526510202
"15","12",141.792751680753,-9.70966429106919
"15","13",137.367584494834,-8.79846846793234
"15","14",137.578315435902,-5.76672894358751
"15","15",132.681228950645,-4.50412099638286
"15","16",131.494499174179,-1.98894481506513
"15","17",130.884679335397,-4.35133782468115
"15","18",126.511988046276,-4.29225370079941
"15","19",125.465574182456,-2.43940962099129
"15","20",122.28038008431,-2.0800285978805
"15","21",124.533135903961,-6.11578270402483
"15","22",121.752805193842,-5.91035659919864
"15","23",120.870812179226,-4.19306771426177
"15","24",120.366942866684,-7.53413974149313
"15","25",118.283711158166,-2.76919036262148
"15","26",119.975722798747,1.37537042169777
"15","27",123.957592534533,1.42315740517299
"15","28",125.485354614579,4.23297939916605
"15","29",125.678582685042,1.27391227510365
"15","30",123.606138701783,-0.201850353013131
"15","31",126.535554171531,-2.56714978409403
"15","32",129.452572419001,-2.28759377336293
"15","33",130.022077497028,-1.24128205916293
"15","34",128.495967269657,-0.17494339286926
"15","35",128.556593594169,-1.95573203980827
"15","36",126.909759033769,-1.77621209859484
"15","37",127.110565840558,1.89578308490312
"15","38",128.579576720313,3.09709767962107
"15","39",129.901846614315,0.195401881540699
"15","40",136.024122597863,-0.243130215831928
"15","41",146.534884062439,-5.13248008377858
"15","42",151.087127359163,-4.52977706936018
"15","43",149.515764691691,-0.857490915423592
"15","44",154.094108366268,-3.78796111559614
"15","45",152.240739082,-5.94816820653986
"15","46",147.764840118658,-7.21932891866053
"15","47",149.732080801913,-8.96806474529217
"15","48",151.530037227937,-8.13622159870289
"15","49",151.075678995509,-11.1055336349171
"15","50",144.59914502123,-8.14499310126802
"15","51",142.678840845365,-9.82019748888272
"15","52",146.815494650983,-18.6939560589041
"15","53",153.850469896331,-24.8843005680071
"15","54",153.436927668015,-31.5183402071083
"15","55",150.316451536057,-37.8490560295942
"15","56",144.114908159364,-39.0949008737202
"15","57",146.351508163931,-40.6590007615311
"15","58",148.707105307203,-39.699191193491
"15","59",148.232065580935,-43.5915049105731
"15","60",145.729951384362,-43.9369086751865
"15","61",143.532213005683,-39.3181930058201
"15","62",140.147363483751,-38.3336222702213
"15","63",138.744895942316,-36.0904966352888
"15","64",136.335337693859,-36.3660771983164
"15","65",131.227578684013,-32.0223316693014
"15","66",115.725456830497,-35.2213318691171
"15","67",112.708289556356,-26.3204020989839
"2","0",163.681787684329,-20.5911208552117
"2","1",166.68219363958,-19.9215774227805
"2","2",168.617832888129,-21.6693179630255
"2","3",167.123168246181,-21.6156466613159
"2","4",167.37584865447,-23.1437042612872
"2","5",163.681787684329,-20.5911208552117
"1","0",176.877850412362,-17.5578402777732
"1","1",177.102916838314,-16.5783228835323
"1","2",180.479951719346,-16.0127642598909
"1","3",178.751201957533,-19.4420183648255
"1","4",176.877850412362,-17.5578402777732
"12","0",166.290193454656,-15.7979212601683
"12","1",167.709595388354,-13.2647602232629
"12","2",170.169577737814,-20.6353216239653
"12","3",169.364605714122,-20.5352397936766
"12","4",166.290193454656,-15.7979212601683
"12","5",167.55214820661,-14.8042002354086
"12","6",167.57288794494,-14.8860110971141
"12","7",167.655339371268,-14.7964340792987
"12","8",167.640966874866,-14.8019818818116
"12","9",167.55214820661,-14.8042002354086
"11","0",42.8593802568511,-21.6775147046716
"11","1",44.0345496461298,-15.9546264209609
"11","2",49.597876441809,-11.7084544868396
"11","3",50.9815410134245,-15.4198856242216
"11","4",47.4364278968477,-25.2770379320794
"11","5",43.7553877570876,-25.4099738911168
"11","6",42.8593802568511,-21.6775147046716
"14","0",156.274429527187,-6.15668059151976
"14","1",161.017679789998,-7.89202468276755
"14","2",162.810923714117,-11.0651519979549
"14","3",156.343662537958,-8.63042936814069
"14","4",154.081055600051,-4.91251137580355
"14","5",156.274429527187,-6.15668059151976
"14","6",158.8806887288,-8.56191471113704
"14","7",158.747231554988,-8.50035867247705
"14","8",158.640422356186,-8.43188588681012
"14","9",158.73182509728,-8.67204115601274
"14","10",158.8806887288,-8.56191471113704
"14","11",157.977637147303,-7.68437343878576
"14","12",157.963022120579,-7.58031481446449
"14","13",157.934814109251,-7.64202579432337
"14","14",157.977637147303,-7.68437343878576
"13","0",108.531447746222,1.38898148140382
"13","1",116.606624019317,7.4535121661822
"13","2",120.283478967229,12.7108173422395
"13","3",119.30313580985,16.4272962011206
"13","4",121.793007821845,19.7814345618393
"13","5",123.018510911593,17.1499397044114
"13","6",122.086894426631,15.5306381572445
"13","7",125.992733764442,12.3940621971123
"13","8",126.630512993697,6.07433833146941
"13","9",125.264275877289,5.10577914821975
"13","10",123.21091286385,6.94624781515498
"13","11",118.368523032834,3.83110991681067
"13","12",119.473001324621,0.87342481001117
"13","13",116.284456647632,-4.51614250483363
"13","14",109.925601410572,-3.34134738386831
"13","15",108.333899927503,-1.73888046507446
"13","16",108.531447746222,1.38898148140382
"8","0",-62.2330353151952,12.2100991560428
"8","1",-61.4770716787313,14.1928701907457
"8","2",-63.741832396864,17.5168608556388
"8","3",-63.1237765729798,18.7600781775154
"8","4",-61.3837150927436,18.0020939892119
"8","5",-60.3281152152371,14.537404181365
"8","6",-61.2770506855925,11.6969794989752
"8","7",-62.2330353151952,12.2100991560428
"7","0",-65.3185041586451,18.7643505684772
"7","1",-63.8999314295748,19.0559928212217
"7","2",-64.2583520989828,17.3677807950749
"7","3",-71.5002279601125,17.1393630655712
"7","4",-74.7957199531576,18.0173837886108
"7","5",-73.9314666415836,19.7020879985646
"7","6",-77.8593416309006,19.37672992933
"7","7",-79.0044913409106,21.0780946747955
"7","8",-85.3701555569446,21.9864456271862
"7","9",-80.5391533296715,23.5906010631462
"7","10",-74.1476231864709,20.8138242024528
"7","11",-73.3499946511495,21.9231977190874
"7","12",-76.3716285808958,23.2311692893828
"7","13",-76.811680148388,24.8601685941611
"7","14",-77.4538373699644,23.2537472960335
"7","15",-78.8981193567673,24.4383769658944
"7","16",-77.6092214587198,25.5553023955295
"7","17",-79.4536246756875,26.865554741834
"7","18",-77.4960233048886,27.4019822694082
"7","19",-74.464110106549,23.3110661984544
"7","20",-71.2244327208367,22.0701424281581
"7","21",-72.8613581293125,20.5920798156847
"7","22",-65.3185041586451,18.7643505684772
"7","28",-76.0763203735973,24.1610891141814
"7","29",-75.9969034418523,24.1691424529043
"7","30",-75.9952539530325,24.1846943048254
"7","31",-75.9956966842491,24.1851710467811
"7","32",-76.0763203735973,24.1610891141814
"10","0",-171.304265691492,64.1181094955751
"10","1",-168.263151856931,63.0986655080832
"10","2",-180.279224317777,64.6524667772154
"10","3",-180.414341868912,69.2632335237032
"10","4",-169.433166608424,66.5052921044144
"10","5",-171.304265691492,64.1181094955751
"9","0",-24.5007331686288,65.0045709111714
"9","1",-23.0437291224573,66.9194647821557
"9","2",-16.0433232193674,67.0260189431982
"9","3",-13.0582163744669,65.1435735089498
"9","4",-18.6831491078082,62.9075625805269
"9","5",-24.5007331686288,65.0045709111714
"4","0",10.2338837454622,79.5217659741637
"4","1",22.9856225479328,80.973473257952
"4","2",30.195814317647,78.9341407663624
"4","3",23.2571048190433,78.7200971805624
"4","4",25.3911833321281,77.6538384897659
"4","5",22.8201508667622,76.7761196689725
"4","6",19.8388217655801,78.1247586015046
"4","7",16.6380460640734,76.0832112276425
"4","8",10.8498330655046,78.0433864516335
"4","9",10.2338837454622,79.5217659741637
